id,original,source,no_of_#,no_of_@,no_of_urls,no_of_media,created_at,text,user_id,verified,no_of_tweets,description,geo_enabled,screen_name,followers,friends,rt,fav,tweet_geo,target_value
552830850279424001,True,SocialFlow,1,0,1,0,Wed Jan 07 14:15:20 +0000 2015,"b'Among those killed in #CharlieHebdo shooting: the editor-in-chief, a graphic artist and at least one police officer http://t.co/wXpLIyAxdq'",3108351,True,104336,True,True,WSJ,5568934,973,196,32,False,1
553562569169199104,True,TweetDeck,1,0,1,1,Fri Jan 09 14:42:55 +0000 2015,b'Breaking News: 2 hostage standoffs right now in France. 1 involves #CharlieHebdo suspects. http://t.co/HlhbTJmm1D http://t.co/CwmrmxLApA',227837742,True,45850,True,False,AC360,508515,132,113,47,False,1
552829971631472640,True,SocialFlow,0,0,1,0,Wed Jan 07 14:11:50 +0000 2015,b'French MP says those who attacked Charlie Hebdo are murderers and barbarians \\nhttp://t.co/77d5dBBptH',786764,True,117598,True,True,bbcworldservice,159180,4369,132,77,False,1
553590880352088064,True,TweetDeck,0,0,1,1,Fri Jan 09 16:35:25 +0000 2015,"b""Charlie Hebdo: Fox news anchor suggests skin colour helps identify 'typical bad guys' http://t.co/XvkeSMMXC4 http://t.co/zcQjFbUY6P""",271413771,True,109894,True,False,HuffPostUK,115433,1498,422,90,False,1
552810855503757313,True,Twitter for Android,1,3,0,0,Wed Jan 07 12:55:53 +0000 2015,"b'Just waiting for @BarackObama, @David_Cameron and @JustinTrudeau to say: ""#CharlieHebdo massacre in Paris had nothing to do with Islam.""'",17537467,False,50149,True,True,TarekFatah,53764,1517,285,113,False,1
553185716218650624,True,SocialFlow,0,0,1,0,Thu Jan 08 13:45:27 +0000 2015,"b'Jon Stewart on Charlie Hebdo: Comedy ""shouldn\\u2019t be an act of courage"" http://t.co/5aQp9trsy8'",2467791,True,124657,True,True,washingtonpost,3881925,1156,143,91,False,1
553233130275221504,True,Twitter Web Client,0,0,0,0,Thu Jan 08 16:53:51 +0000 2015,"b""To those who believe terror works - the Charlie Hebdo print run for next week's issue increased from its usual 60,000 copies to one million.""",222556688,True,8095,True,False,TonyParsonsUK,45096,10807,233,157,False,1
552805209424941058,True,Twitter for Websites,0,0,1,0,Wed Jan 07 12:33:27 +0000 2015,b'Good backgrounder from The New Yorker from 2012: The Charlie Hebdo Affair: Laughing at Blasphemy http://t.co/LDwDceoxFg',27571535,True,3160,True,False,BarbaraDemick,12935,750,140,48,False,1
552842236883652609,True,Hootsuite,1,1,1,1,Wed Jan 07 15:00:35 +0000 2015,"b'#CharlieHebdo: Now is the time to uphold freedoms, not give in to fear - @SimonJenkins4 http://t.co/QM0potblMy http://t.co/sb1rpDjJjv'",87818409,True,106642,True,False,guardian,3082689,1083,740,302,False,1
553098796108750848,True,TweetDeck,2,1,0,1,Thu Jan 08 08:00:03 +0000 2015,"b""Today's cartoon, by @DaveBrownToons. #CharlieHebdo #JeSuisCharlie http://t.co/zsz3ujodlT""",16973333,True,123804,True,False,Independent,971512,1763,528,293,False,1
553227441712668672,True,TweetDeck,1,1,0,1,Thu Jan 08 16:31:15 +0000 2015,"b'And do it GoT style, please RT @GRRM: Life advice. #JeSuisCharlie http://t.co/riVYZW5ZIh'",7993262,False,19075,True,False,LamHua,24485,54,111,92,False,1
552851772658561028,True,Twitter Web Client,2,1,0,1,Wed Jan 07 15:38:28 +0000 2015,b'Hypocrites like @faiezakhan in one screen shot. #CharlieHebdo #PK http://t.co/habzM640DJ',117341432,False,6538,True,True,sankrant,1710,164,382,96,False,1
553155289235881984,True,Hootsuite,1,0,0,1,Thu Jan 08 11:44:32 +0000 2015,b'The French flag flying at half-mast from Glasgow City Chambers today. #JeSuisCharlie http://t.co/bnv2mV9vRK',16416978,True,5165,True,True,GlasgowCC,58258,361,226,184,False,1
553138598980370433,True,Twitter Web Client,1,0,0,0,Thu Jan 08 10:38:13 +0000 2015,b'#JeSuisCharlie NO TWEET between 12h00 and 12h01 (French Time) Please RT',11793022,False,54935,True,False,misterclem,4156,976,260,45,False,1
553586538928676864,True,SocialFlow,0,0,1,1,Fri Jan 09 16:18:10 +0000 2015,b'Live video from standoff north of Paris with brothers suspected in the Charlie Hebdo attack http://t.co/mPaB3pGQdA http://t.co/1MU2eqChai',807095,True,163247,True,False,nytimes,14709448,962,280,108,False,1
552786299875520512,True,Twitter Web Client,1,0,0,0,Wed Jan 07 11:18:18 +0000 2015,"b""If your faith isn't strong enough to cope with satirical poke, it oughtn't be strong enough to induce you to kill. Barbaric #CharlieHebdo""",144301368,False,20722,True,False,MaxWindCowie,2327,1270,105,55,False,1
553122359398260736,True,SocialFlow,0,0,1,0,Thu Jan 08 09:33:41 +0000 2015,"b'After the Charlie Hebdo attack, we must resist the clash-of-civilisations narrative | Homa Khaleeli http://t.co/6iF3ugDMu3'",87818409,True,106834,True,False,guardian,3089371,1083,146,69,False,1
553126517187047424,True,Hootsuite,2,0,0,1,Thu Jan 08 09:50:12 +0000 2015,b'We stand in solidarity with our Ally #France #CharlieHebdo http://t.co/fSKet6jG1F',83795099,True,2418,True,False,NATO,217660,533,315,203,False,1
553473559352606720,True,Twitter Web Client,1,0,0,0,Fri Jan 09 08:49:14 +0000 2015,"b""Boko Haram killed 2000 people in Baga over a period of 5 days. No, that won't make news like #CharlieHebdo because this is Africa lad.""",256413041,False,113465,True,True,De_Imperial,2660,599,153,25,False,1
552821437678223361,True,Twitter for iPhone,1,0,0,0,Wed Jan 07 13:37:56 +0000 2015,b'Best response to #CharlieHebdo attack -- other than catching and punishing killers -- is to escalate blasphemous satire.',47707475,False,11003,True,True,jacobwe,26094,659,222,147,True,1
553163210715844608,True,Twitter Web Client,1,0,0,1,Thu Jan 08 12:16:01 +0000 2015,b'Hypocricy\\nJNU LEFT was celebrating cartoons which depicted Durga as prostitute but denouncing #CharlieHebdo cartoons http://t.co/YTnGmsVI9M',147994804,False,24181,True,False,rishibagree,9968,1695,199,58,False,1
552814137857036289,True,Twitter Web Client,2,0,0,1,Wed Jan 07 13:08:55 +0000 2015,"b'Real Muslims have never seen, and cannot see #terrorism as a way for solving their problems.*** #CharlieHebdo http://t.co/sdJvdNxAGM'",607082634,False,7303,True,True,israfilaydemir,36529,1041,139,16,False,1
552837016350912512,True,Twitter for Android,1,0,0,1,Wed Jan 07 14:39:50 +0000 2015,"b'Brilliant: Bob Mankoff, New Yorker cartoon editor #CharlieHebdo http://t.co/hlGxq0Uf7e'",29979814,True,298111,True,True,monaeltahawy,209837,1385,241,94,False,1
553568095978401793,True,Twitter for iPhone,2,0,0,1,Fri Jan 09 15:04:53 +0000 2015,b'The entire world is rallying. The terrorists plan has backfired. \\U0001f1fa\\U0001f1f8\\U0001f1eb\\U0001f1f7\\U0001f1ec\\U0001f1e7\\U0001f1ee\\U0001f1f9 #JeSuisCharlie #CharlieHedbo http://t.co/exzKIGsdag',487600344,False,11039,True,True,Bipartisanism,95551,29307,147,107,False,1
553139515171557376,True,Twitter Web Client,6,0,1,1,Thu Jan 08 10:41:51 +0000 2015,"b'#Murder is prohibited in #Judaism, #Christianity &amp; #Islam\\n\\nClick http://t.co/C989YBqv5d\\n\\n#CharlieHebdo #ParisShooting http://t.co/k3vjLOodDQ'",2336227399,False,1669,True,False,islam4christian,1053,6,1091,67,False,1
553540381187780609,True,iOS,1,0,0,1,Fri Jan 09 13:14:45 +0000 2015,"b'Police establish tight cordon around second hostage scene in #Paris. Eery quiet, except for buzz from helicopters. http://t.co/bw8vu18v8r'",166002047,False,215,True,True,griffwitte,827,268,132,39,False,1
553186515359379457,True,Twitter Web Client,1,0,0,1,Thu Jan 08 13:48:37 +0000 2015,b'A quick infographic explaining some of the immediate anti-Muslim backlash in France: http://t.co/Wuh9TW9IxA #CharlieHebdo',47617445,False,23847,True,False,steveplrose,5161,878,108,29,False,1
552817759684665345,True,TweetDeck,1,0,1,0,Wed Jan 07 13:23:19 +0000 2015,b'The right to offend and satirise is  essential in any society #CharlieHebdo. Our statement: http://t.co/uKbXeqxfYB',89185283,True,3631,True,False,article19org,11483,813,102,36,False,1
553506985413713920,True,AOL Blogsmith,0,0,1,1,Fri Jan 09 11:02:03 +0000 2015,b'Charlie Hebdo will print a million copies of its next edition with government and Google help http://t.co/7NWsbPcbEW http://t.co/vU5XUNjXj6',14372486,True,94119,True,True,engadget,1200771,204,144,70,False,1
553164303650799616,True,Hootsuite,1,0,1,1,Thu Jan 08 12:20:21 +0000 2015,b'Pope Francis prays for gunmen who executed 12 people at #CharlieHebdo http://t.co/sMtOVXT8I9 http://t.co/J2bdIq2k2V',14173315,True,45153,True,False,NBCNews,2003335,2892,110,104,False,1
552833658017824768,True,TweetDeck,0,0,1,0,Wed Jan 07 14:26:29 +0000 2015,b'How President Obama Sold Out Charlie Hebdo http://t.co/MTKYYiYqdw',1408003598,False,3732,True,False,FDRLST,13911,97,106,43,False,1
553145034720030720,True,Twitter for iPhone,3,0,0,1,Thu Jan 08 11:03:47 +0000 2015,"b'If your religion is worth killing for, please start with yourself. #CharlesHebdo #PerisShooting #JeSuisCharlie http://t.co/Ggt55Sksl4'",27457454,False,30576,True,True,SukhSandhu,695697,120834,238,20,False,1
552818922798727168,True,Twitter for Android,2,0,0,0,Wed Jan 07 13:27:56 +0000 2015,"b""You shouted 'Allahu Akber' whilst murdering others? You are a disgrace to my religion. May the dead rest in peace #notinmyname #charliehebdo""",228871317,False,10323,True,True,aligokal,787,364,320,273,False,1
552797170295144449,True,TweetDeck,1,0,1,1,Wed Jan 07 12:01:30 +0000 2015,b'Video of #terrorists attacking Charlie Hebdo HQ in Paris http://t.co/SdniwkJtT1 http://t.co/z6O8IhNjCk',243318995,False,69917,True,True,russian_market,135092,455,106,20,False,1
552844593046097920,True,Twitter for Android,1,0,0,1,Wed Jan 07 15:09:56 +0000 2015,"b""Can't sleep tonight, thoughts with my French cartooning colleagues, their families and loved ones #CharlieHebdo http://t.co/LqIMRCHPgK""",246532728,False,12696,True,False,davpope,7457,643,74130,37983,False,1
553152208691539968,True,Twitter for iPhone,0,0,1,0,Thu Jan 08 11:32:18 +0000 2015,b'The terrorist actions perpetrated in Paris are not from Islam. Read a clarification from our brother Hasan Somali http://t.co/RPbQ6LtBCp',225382649,False,7130,True,True,anwarphilly,4281,39,134,59,False,1
553215879979085829,True,Twitter for Android,2,0,0,1,Thu Jan 08 15:45:18 +0000 2015,b'#diannefeinstein said this a while back. Unbelievably ignorant. #CharlieHebdo http://t.co/OaQLyq2sIY',1634077976,False,84470,True,True,LadySandersfarm,13965,10472,152,69,False,1
552803431702749184,True,Twitter for iPad,1,0,0,1,Wed Jan 07 12:26:23 +0000 2015,"b""I do not agree with what you have to say, but I'll defend to the death your right to say it - Voltaire #CharlieHebdo http://t.co/5fzKhE1LdJ""",44425241,False,30659,True,True,AdityaRajKaul,31347,1444,155,87,False,1
552842814061424640,True,Twitter for Websites,0,0,1,0,Wed Jan 07 15:02:52 +0000 2015,"b""Here's my brief statement about the awful events in Paris. Vive Charlie Hebdo!\\n http://t.co/kspeTLCQ78""",373416209,True,2827,True,False,SalmanRushdie,872883,500,2912,1529,False,1
552787914271510529,True,TweetDeck,2,0,0,0,Wed Jan 07 11:24:43 +0000 2015,b'If religion \\u2014 any religion \\u2014 is off-limits for open debate we are in a very dangerous situation. #Freedomofexpression #CharlieHebdo',23190207,False,11701,True,True,NatSecSoc,19303,1087,158,61,False,1
552823014866563072,True,TweetDeck,2,0,0,1,Wed Jan 07 13:44:12 +0000 2015,b'#CharlieHebdo - Paris media attack kills 4 cartoonists including chief editor. #AFP http://t.co/kz74JBSaoG',1008392934,False,1727,True,False,fgeffardAFP,1917,477,395,84,False,1
553116149333114880,True,Twitter for Android,1,0,1,1,Thu Jan 08 09:09:01 +0000 2015,b'#CharlieHebdo will survive. \\nhttp://t.co/vNV63zuCIR http://t.co/ig50JBcTnY',522285305,False,1323,True,True,car0lverde,463,707,561,343,False,1
553126072905383936,True,Twitter Web Client,1,0,1,1,Thu Jan 08 09:48:27 +0000 2015,b'French police still haven\\u2019t found the #CharlieHebdo killers \\u2013 here\\u2019s the latest: http://t.co/btfj0Wai6L http://t.co/8B6zLeYO93',2097571,True,74949,True,False,cnni,3028253,389,131,54,False,1
552842983247466497,True,Twitter for iPhone,1,0,0,1,Wed Jan 07 15:03:33 +0000 2015,"b'#CharlieHebdo\'s editor Charb, assassinated today, said in 2012:""I prefer to die standing than to live on my knees."" http://t.co/fopZNpukcJ'",292777349,False,22810,True,True,PzFeed,210996,1616,889,407,False,1
552837027616804864,True,Twitter Web Client,1,0,1,0,Wed Jan 07 14:39:53 +0000 2015,"b""It's really important to spread news of all the Muslims who are condemning the mass murder at #CharlieHebdo http://t.co/9gzWACXGq1""",78890225,True,8051,True,False,johannhari101,74675,1270,454,204,False,1
552838479844216833,True,Twitter for iPhone,1,0,0,1,Wed Jan 07 14:45:39 +0000 2015,b'These four pillars of press freedom gone...\\n#CharlieHebdo http://t.co/eLaGHYVrHN',365939318,False,275,True,True,ElBeardsley,1930,126,381,144,False,1
552983003308515328,True,Twitter for iPhone,1,0,0,1,Thu Jan 08 00:19:56 +0000 2015,"b'Incredibly sad pic of #CharlieHebdo cartoonist Wolinski\'s desk posted by his daughter. ""Papa est parti pas Wolinski."" http://t.co/AyXPd76BPG'",20639175,False,15375,True,False,JFXM,18271,7082,185,106,False,1
552822873773993984,True,Twitter for iPhone,0,0,0,0,Wed Jan 07 13:43:38 +0000 2015,"b'As we watch the horror of the terror attacks in Paris, consider this: \\n\\nOur President continues to release these assholes from Gitmo.'",366819502,False,64845,True,False,FredZeppelin12,20495,19895,163,93,False,1
552822330141851649,True,Sprout Social,1,0,0,0,Wed Jan 07 13:41:29 +0000 2015,"b""We condemn today's horrific attacks in #Paris. Our condolences and support go to the people of France, the victims, and their families.""",14260960,True,6181,True,False,JustinTrudeau,528212,810,413,298,False,1
553479280014151681,True,TweetDeck,0,1,1,1,Fri Jan 09 09:11:58 +0000 2015,"b'Charlie Hebdo: We ignored the threat from within our own societies, says @Nigel_Farage http://t.co/bYPrEBoP15 http://t.co/mLSh5vdJ5Y'",270569708,True,21965,True,False,IndyVoices,47588,2263,161,95,False,1
552829395690201088,True,Twitter Web Client,2,0,0,1,Wed Jan 07 14:09:33 +0000 2015,b'RT this cartoon and pay your tribute\\nshow them real face of MUHAMMAD\\n#CharlieHebdo\\n#ParisShooting http://t.co/mRMCNxldpR',99333040,False,11481,True,True,HinduDefense,16351,2328,669,211,False,1
552805799106732032,True,SocialFlow,1,0,1,1,Wed Jan 07 12:35:47 +0000 2015,"b'Journalists, admin staff and police officers among those injured in #CharlieHebdo attack http://t.co/cMsu4ASQjl http://t.co/zqkHLJK5b9'",15438913,True,125645,True,False,MailOnline,818547,2355,196,34,False,1
553146248652681217,True,SocialFlow,1,0,1,0,Thu Jan 08 11:08:37 +0000 2015,b'Tina Fey: \\u201cWe cannot back down on free speech in any way\\u201d http://t.co/jJGxtXRPi7 #CharlieHebdo',14293310,True,104134,True,True,TIME,6708088,776,180,177,False,1
552812188315172864,True,TweetDeck,2,0,0,1,Wed Jan 07 13:01:11 +0000 2015,b'The car used by armed gunmen who stormed the Paris offices of satirical newspaper #CharlieHebdo Photo D. Faget #AFP http://t.co/ZBkDglcBcE',868112707,False,4627,True,False,AFPphoto,36065,241,269,49,False,1
553591760668991488,True,SnappyTV.com,2,0,1,0,Fri Jan 09 16:38:55 +0000 2015,b'VIDEO: Helicopter understood to have landed on roof of #CharlieHebdo siege building during raid #ParisAttacks http://t.co/ZQ834c3L8b',7587032,True,122556,True,False,SkyNews,1798575,17,111,37,False,1
553145236268916736,True,Twitter Web Client,4,0,0,1,Thu Jan 08 11:04:35 +0000 2015,"b'#Paris #CDG air traffic controllers end ATIS message with ""I AM CHARLIE"" #CharlieHebdo #avgeek http://t.co/Pq9Sp6MCN7'",330866062,False,6129,True,False,FlynKangaroo,1593,1504,145,73,False,1
553158826435018752,True,Hootsuite,2,1,0,1,Thu Jan 08 11:58:36 +0000 2015,b'Thousands have gathered at Martin Place to honour #CharlieHebdo victims. (via @deborah_knight) #9News http://t.co/zGSR8TbDaC',22993014,True,84272,True,False,9NewsAUS,151239,1163,169,157,False,1
552820025409941506,True,Twitter Web Client,1,0,0,0,Wed Jan 07 13:32:19 +0000 2015,b'It says much that men with guns feel quite so threatened by people with pens. #CharlieHebdo',108884788,False,74197,True,True,doctorcdf,4474,4424,229,135,False,1
552985389523148802,True,Twitter for iPhone,1,0,0,1,Thu Jan 08 00:29:25 +0000 2015,"b'17 journalists massacres by Israel in Gaza, 2014. Where were these ""freedom of speech"" people then? #CharlieHebdo http://t.co/6It3pU5EUW'",129880735,False,6100,True,False,moethemyth,37882,38290,2260,931,False,1
553189840913989633,True,Echofon,1,0,0,0,Thu Jan 08 14:01:50 +0000 2015,b'While the BBC and UK press shamed themselves yesterday censoring #CharlieHebdo cartoons you know who reprinted them? Al Jazeera.',19346439,True,96602,True,True,LouiseMensch,88497,6546,807,407,False,1
552824126659104771,True,Twitter Web Client,2,0,0,0,Wed Jan 07 13:48:37 +0000 2015,"b'In this difficult time, People of Iran and their resistance movement stand by people of France and bereaved families #CharlieHebdo #Paris'",56961858,True,8362,True,True,Maryam_Rajavi,19228,54,638,79,False,1
553146117685522433,True,Buffer,0,0,1,1,Thu Jan 08 11:08:06 +0000 2015,b'\\u2192 http://t.co/SJenOro9ai Charlie Hebdo  218 Charlie Hebdo: A Profile of the Satirical French Newspaper http://t.co/iJ9Twb3Q4t',2453787236,False,133164,True,False,brownjenjen,9148,1735,106,1,False,1
553189165509394432,True,SocialFlow,0,0,1,1,Thu Jan 08 13:59:09 +0000 2015,"b""What we do and don't know about the aftermath of the Charlie Hebdo shooting http://t.co/r7Zo8PQyCM http://t.co/mu7n5BzGhR""",807095,True,163075,True,False,nytimes,14685346,961,240,113,False,1
553583376398319617,True,TweetDeck,0,0,0,1,Fri Jan 09 16:05:36 +0000 2015,b'Smoke rises from site where Charlie Hebdo suspects holed up http://t.co/3JnzARhAck',380648579,True,64709,True,False,AFP,311475,483,433,77,False,1
553115176057065473,True,TweetDeck,0,0,1,1,Thu Jan 08 09:05:09 +0000 2015,b'The moving tributes to the victims of the Charlie Hebdo shooting http://t.co/pxRaFxCWMP http://t.co/BMoDaSBcdZ',16973333,True,123848,True,False,Independent,971828,1763,166,71,False,1
552800929519792128,True,Twitter for iPhone,1,0,0,1,Wed Jan 07 12:16:26 +0000 2015,b'At least 11 dead in Muslim terror attack on France.  Show your support by posting Charlie Hebdo cartoons. #banislam http://t.co/85PozIrhHg',2772386567,False,15196,True,False,destroyoislamo,3340,3496,165,50,False,1
552839416620658688,True,Twitter for iPhone,1,1,0,0,Wed Jan 07 14:49:22 +0000 2015,b'Breaking: Sources tell @praveenswami #CharlieHebdo attack ws petty robbery! Cong demands French Govt give proof attackers are terrorists',56760430,False,76806,True,False,avinashbhat01,7052,322,179,64,False,1
553478014785187840,True,Twitter for Android,3,0,0,1,Fri Jan 09 09:06:56 +0000 2015,"b""I say the following as an atheist.  I'm sick &amp; tired of double standard #Muslims face. #CharlieHebdo #JeSuisCharlie http://t.co/kpMtzthr9I""",238575113,False,12768,True,True,Kon__K,11342,2159,309,165,False,1
553581501422788608,True,SocialFlow,0,0,0,0,Fri Jan 09 15:58:09 +0000 2015,b'BREAKING: Gunshots and several explosions heard at Dammartin-en-Goele site in France: Reuters reporter',1652541,True,114039,True,False,Reuters,5831723,1046,566,47,False,1
553117423906590720,True,Twitter for iPhone,2,0,0,1,Thu Jan 08 09:14:04 +0000 2015,"b'I tweet this cartoon by my husband, cartoonist #WillKevans, in support of cartoonists everywhere #JeSuisCharlie http://t.co/rmjZ7cfulA'",260661314,False,452,True,True,anniekevans,293,148,608,425,False,1
553100203239428097,True,Linkis.com,1,0,1,0,Thu Jan 08 08:05:39 +0000 2015,"b'The cartoons are here, amongst other places - http://t.co/eVkPpzpJf1 #JeSuisCharlie'",15439395,True,20933,True,True,stephenfry,8422410,51295,862,785,False,1
552827606715076608,True,Twitter for Android,1,1,0,1,Wed Jan 07 14:02:27 +0000 2015,"b""Love is stronger than hate/L'amour plus fort que la haine h/t @bouckap #CharlieHebdo http://t.co/TvgGJIMdr0""",29979814,True,298155,True,True,monaeltahawy,209986,1386,162,96,False,1
553230256992423936,True,SocialFlow,0,0,1,1,Thu Jan 08 16:42:26 +0000 2015,b'How cartoonists around the world responded to the Charlie Hebdo attack http://t.co/alxmVb4EU0 http://t.co/9KXhtkFNZW',807095,True,163081,True,False,nytimes,14687900,961,1478,1075,False,1
553592195786506240,True,TweetDeck,2,0,2,0,Fri Jan 09 16:40:39 +0000 2015,b'#BREAKING - Both #CharlieHebdo suspects killed as police storm building &gt;&gt;&gt; http://t.co/OSB513hc9S. More &gt;&gt;&gt; http://t.co/TlHF6JIiUD',1994321,True,144390,True,False,FRANCE24,1261930,381,133,41,False,1
553186739326812161,True,TweetDeck,1,0,1,1,Thu Jan 08 13:49:31 +0000 2015,b'#JeSuisCharlie displayed on the roof of the German Axel Springer publishers HQ in Berlin http://t.co/6Vyt2viHo2 http://t.co/b5Xcgji56f',329121956,True,45499,True,False,HuffPostUKPics,17363,1111,316,161,False,1
552984527295873024,True,Twitter Web Client,1,1,0,1,Thu Jan 08 00:25:59 +0000 2015,b'Cartoonists are reacting to the attack on #CharlieHebdo. Freelancer Lindsay Foyle joins us in 10mins. Pic @davpope http://t.co/jrlzqB4B2O',129673790,True,44166,True,False,ABCNews24,179973,1431,131,66,False,1
553195806899970048,True,Twitter for Websites,1,1,1,0,Thu Jan 08 14:25:32 +0000 2015,"b'After Paris, Obama vows vigilance on terrorism as he releases Gitmo prisoners http://t.co/6vgpK4rTSl #TCOT via @IBDinvestors'",14465607,True,36940,True,False,AHMalcolm,142535,91077,161,58,False,1
552813590919778304,True,Twitter Web Client,1,0,0,0,Wed Jan 07 13:06:45 +0000 2015,b'My family is French. My family is Muslim. I am a journalist. We are grieving. #CharlieHebdo',122557484,False,22804,True,False,selfstyledsiren,5765,1750,413,363,False,1
552814216550563840,True,Twitter for iPhone,0,0,1,0,Wed Jan 07 13:09:14 +0000 2015,"b'Our statement on the Charlie Hebdo attack: defend freedom of speech, resist hatred. https://t.co/1Ok61nfRwj'",19530437,False,16284,True,False,NewHumanist,26866,755,105,31,False,1
553583059761897473,True,TweetDeck,0,0,1,1,Fri Jan 09 16:04:21 +0000 2015,b'Gunfire and smoke reported at Charlie Hebdo suspect hostage scene http://t.co/rBMh3jpZWx http://t.co/71SjFMZBqh',26566469,True,53440,True,False,TheWorldPost,73507,335,127,33,False,1
553157744061325312,True,Twitter for Windows Phone,2,0,0,1,Thu Jan 08 11:54:18 +0000 2015,b'Support #CharlieHebdo and show Islamists we wont be scared. Pls retweet the most offensive #CharlieHebdo cartoons!! http://t.co/YtOm1GO99y',877551276,False,3268,True,False,MGKaleem,232,228,157,69,False,1
553156988356820992,True,Twitter Web Client,2,1,1,1,Thu Jan 08 11:51:17 +0000 2015,b'#Paris update 3: Multiple mosques attacked in France after #CharlieHebdo. http://t.co/bvWHrN4Q7y via @mashable http://t.co/7PiVltMrbR',14940354,True,72537,True,True,nycjim,154522,1631,447,72,False,1
553227238829981698,True,Twitter for iPhone,1,0,0,1,Thu Jan 08 16:30:26 +0000 2015,"b""How can you defend anyone's rights if they chop off your head? Tolerance of intolerance is cowardice! #CharlieHebdo http://t.co/KAtF0DfVEO""",1379288282,False,33169,True,False,peddoc63,49948,33889,309,156,False,1
553590946970206208,True,TweetDeck,2,0,1,1,Fri Jan 09 16:35:41 +0000 2015,"b'#CharlieHebdo suspects, the #KouachiBrothers, both killed, local mayor tells CNN. http://t.co/cTAJWVBmAO http://t.co/vFvDvoDzi5'",2097571,True,75043,True,False,cnni,3038031,390,140,38,False,1
552816497740251136,True,Twitter Web Client,0,0,0,0,Wed Jan 07 13:18:18 +0000 2015,"b""Every paper or magazine ON EARTH should reprint Charlie Hebdo's 'offending' cartoon tomorrow. They haven't got enough bullets for all of us.""",19814041,False,32262,True,False,simon_price01,17053,3032,418,259,False,1
552831515940634624,True,Twitter Web Client,1,0,0,0,Wed Jan 07 14:17:59 +0000 2015,"b""Those who died at #CharlieHebdo will live forever, because pens are more powerful than guns. Don't ever let terror make you think otherwise.""",48743186,False,1633,True,False,EmilyZDavis,74430,36633,145,138,False,1
553541838494515200,True,Twitter for iPhone,2,0,0,0,Fri Jan 09 13:20:33 +0000 2015,"b""All who said #JeSuisCharlie this week must today say #JeSuisJuif - I am a Jew. Stand with France's Jews against this vile attack.""",183767243,True,9180,True,True,AJCGlobal,31550,704,165,91,True,1
553229956830875650,True,TweetDeck,0,1,1,0,Thu Jan 08 16:41:14 +0000 2015,"b""Muslim leaders worldwide have condemned the Charlie Hebdo attacks. But you won't learn that by watching @FoxNews. http://t.co/Io6mrpxvb3""",18655567,False,68852,True,False,stevesilberman,40673,5742,130,50,False,1
552810276635291649,True,Twitter Web Client,1,0,0,0,Wed Jan 07 12:53:35 +0000 2015,"b""Before the brutal attacks on #CharlieHebdo, the big news today was Houellebecq's new novel imagining a Muslim president of France in 2022.""",464854839,False,3484,True,False,RachelDonadio,9236,1427,152,31,False,1
553581958455123968,True,TweetDeck,1,0,0,0,Fri Jan 09 15:59:58 +0000 2015,b'#BREAKING Explosions at site where Charlie Hebdo suspects holed up: AFP',380648579,True,64708,True,False,AFP,311340,483,215,19,False,1
553591475830009857,True,SocialFlow,0,0,1,0,Fri Jan 09 16:37:47 +0000 2015,b'Charlie Hebdo: appears that Charlie Hebdo suspects have been killed \\u2013 live updates http://t.co/Opa6b0FlQT',87818409,True,107394,True,False,guardian,3099250,1083,129,45,False,1
553570370192949248,True,Twitter for iPhone,1,0,1,0,Fri Jan 09 15:13:55 +0000 2015,b'Spy agencies and their advocates waste no time in using Paris attacks to push for more eg #mi5 powers and resources\\nhttp://t.co/C37d64tTYf',518991950,False,13139,True,False,ShoebridgeC,4468,200,142,40,False,1
553586305272389632,True,Twitter for iPhone,0,0,0,0,Fri Jan 09 16:17:14 +0000 2015,"b""THE TERRORIST ATTACK IN PARIS IS SO SCARY I'M CRYING""",821689608,False,29099,True,False,cloulessed,4399,1871,125,28,False,1
552820156980670464,True,Twitter Web Client,1,0,1,0,Wed Jan 07 13:32:50 +0000 2015,b'New video reportedly shows masked gunmen opening fire at the offices of satirical French magazine #CharlieHebdo.\\nhttps://t.co/oAHM8Q9brn',1367531,True,190151,True,False,FoxNews,4729310,381,321,117,False,1
553207216774590464,True,Hootsuite,0,0,1,1,Thu Jan 08 15:10:53 +0000 2015,b'Demonstrations of solidarity after Charlie Hebdo attacks - in pictures http://t.co/EgRSRRftBT http://t.co/BqR2JmSxw9',87818409,True,106985,True,False,guardian,3091263,1083,174,87,False,1
552815682241691648,True,Hootsuite,0,0,1,1,Wed Jan 07 13:15:04 +0000 2015,b'Paris terror attack: What you need to know about Charlie Hebdo http://t.co/aEwtP48NRb http://t.co/qwCz9DpYW8',14173315,True,45149,True,False,NBCNews,2003215,2892,214,74,False,1
552819936343883776,True,SocialFlow,1,0,0,1,Wed Jan 07 13:31:58 +0000 2015,"b""Now, thousands are expressing their feelings on today's events in France with pictures like this #JeSuisCharlie http://t.co/8TFGk67YAS""",1562935142,True,4211,True,True,BBCtrending,60379,733,3081,1080,False,1
553133340795363328,True,Twitter Web Client,1,0,1,1,Thu Jan 08 10:17:19 +0000 2015,b'Illustrators and cartoonists respond to the horrific attack at Charlie Hebdo #JeSuisCharlie http://t.co/lpy41iM6zE http://t.co/r6ERv3PFRg',21661279,True,14807,True,False,CreativeReview,1039765,7478,283,137,False,1
